-0.03   0
-0.03   0.01
-0.015  0.01
-0.015  0.047
0.015   0.047
0.015   0.01
0.016    0.01
0.016   0.047
0.046    0.047
0.046    0.01
0.061   0.01
0.061   0.0
-0.03   0.0
